num,tar,contr,pos,vel,noise,pid_pos,pid_vel,pid_out,pid_in,noise
1,0.000,-0.600,9.880,-3.024,0.000,9.880,-3.116,-5.000,-2.910,0.090
2,0.008,-1.080,9.759,-3.067,0.000,9.755,-3.174,-4.936,-1.438,-0.170
3,0.016,-1.464,9.636,-3.126,0.000,9.628,-3.215,-4.870,-1.025,0.160
4,0.024,-1.771,9.511,-3.197,0.000,9.500,-3.239,-4.802,-0.612,0.500
5,0.031,-2.017,9.383,-3.277,0.000,9.370,-3.289,-4.734,-1.239,-0.190
6,0.039,-2.214,9.252,-3.366,0.000,9.239,-3.317,-4.665,-0.706,0.260
7,0.047,-2.371,9.118,-3.461,0.000,9.106,-3.364,-4.596,-1.179,-0.280
8,0.055,-2.497,8.979,-3.561,0.000,8.971,-3.400,-4.525,-0.897,-0.080
9,0.063,-2.597,8.837,-3.664,0.000,8.835,-3.435,-4.454,-0.863,-0.120
10,0.071,-2.678,8.690,-3.772,0.000,8.698,-3.467,-4.382,-0.810,-0.140
11,0.079,-2.742,8.539,-3.881,0.000,8.559,-3.473,-4.310,-0.147,0.450
12,0.086,-2.794,8.384,-3.993,0.000,8.420,-3.493,-4.236,-0.493,0.050
13,0.094,-2.835,8.224,-4.106,0.000,8.281,-3.524,-4.163,-0.788,-0.310
14,0.102,-2.868,8.060,-4.221,0.000,8.140,-3.531,-4.089,-0.174,0.230
15,0.110,-2.894,7.891,-4.337,0.000,7.998,-3.550,-4.015,-0.459,-0.110
16,0.118,-2.916,7.718,-4.454,0.000,7.856,-3.577,-3.940,-0.693,-0.410
17,0.126,-2.932,7.540,-4.571,0.000,7.713,-3.604,-3.865,-0.661,-0.450
18,0.133,-2.946,7.357,-4.689,0.000,7.569,-3.606,-3.790,-0.060,0.080
19,0.141,-2.957,7.169,-4.807,0.000,7.425,-3.600,-3.714,0.143,0.230
20,0.149,-2.965,6.977,-4.926,0.000,7.281,-3.596,-3.638,0.102,0.140
21,0.157,-2.972,6.780,-5.044,0.000,7.137,-3.612,-3.562,-0.397,-0.410
22,0.165,-2.978,6.578,-5.164,0.000,6.993,-3.591,-3.486,0.538,0.460
23,0.173,-2.982,6.372,-5.283,0.000,6.849,-3.567,-3.410,0.595,0.480
24,0.181,-2.986,6.160,-5.402,0.000,6.706,-3.562,-3.334,0.121,-0.030
25,0.188,-2.989,5.944,-5.522,0.000,6.564,-3.571,-3.259,-0.219,-0.420
26,0.196,-2.991,5.723,-5.641,0.000,6.421,-3.573,-3.184,-0.059,-0.320
27,0.204,-2.066,5.498,-5.724,0.000,6.278,-3.549,-3.108,0.606,0.290
28,0.212,-1.053,5.269,-5.766,0.000,6.136,-3.521,-3.033,0.690,0.340
29,0.220,-0.242,5.038,-5.776,0.000,5.995,-3.493,-2.958,0.704,0.320
30,0.228,0.406,4.807,-5.760,0.000,5.856,-3.495,-2.884,-0.033,-0.450
31,0.236,0.925,4.577,-5.723,0.000,5.716,-3.474,-2.810,0.501,0.030
32,0.243,1.340,4.348,-5.669,0.000,5.577,-3.445,-2.736,0.748,0.240
33,0.251,1.672,4.121,-5.602,0.000,5.439,-3.431,-2.663,0.329,-0.210
34,0.259,1.938,3.897,-5.525,0.000,5.302,-3.403,-2.590,0.702,0.120
35,0.267,2.150,3.676,-5.439,0.000,5.166,-3.386,-2.517,0.423,-0.190
36,0.275,2.320,3.459,-5.346,0.000,5.030,-3.345,-2.445,1.033,0.380
37,0.283,2.456,3.245,-5.248,0.000,4.896,-3.325,-2.374,0.504,-0.170
38,0.290,2.565,3.035,-5.145,0.000,4.763,-3.316,-2.303,0.221,-0.490
39,0.298,2.652,2.829,-5.039,0.000,4.631,-3.280,-2.233,0.906,0.150
40,0.306,2.721,2.627,-4.930,0.000,4.500,-3.266,-2.162,0.339,-0.440
41,0.314,2.777,2.430,-4.819,0.000,4.369,-3.215,-2.093,1.290,0.470
42,0.322,2.822,2.237,-4.706,0.000,4.240,-3.166,-2.024,1.222,0.390
43,0.330,2.857,2.049,-4.592,0.000,4.114,-3.121,-1.955,1.126,0.280
44,0.337,2.886,1.866,-4.476,0.000,3.989,-3.079,-1.888,1.033,0.170
45,0.345,2.909,1.686,-4.360,0.000,3.866,-3.053,-1.822,0.651,-0.230
46,0.353,2.927,1.512,-4.243,0.000,3.744,-3.023,-1.756,0.771,-0.140
47,0.361,2.942,1.342,-4.125,0.000,3.623,-2.982,-1.691,1.026,0.090
48,0.369,2.953,1.177,-4.007,0.000,3.503,-2.928,-1.627,1.342,0.390
49,0.377,2.963,1.017,-3.889,0.000,3.386,-2.891,-1.563,0.930,-0.030
50,0.384,2.970,0.862,-3.770,0.000,3.271,-2.859,-1.501,0.799,-0.180
51,0.392,2.976,0.711,-3.651,0.000,3.156,-2.817,-1.439,1.031,0.030
52,0.400,2.981,0.565,-3.532,0.000,3.044,-2.774,-1.378,1.076,0.060
53,0.408,2.985,0.423,-3.412,0.000,2.933,-2.738,-1.318,0.909,-0.120
54,0.416,2.988,0.287,-3.293,0.000,2.823,-2.699,-1.258,0.977,-0.070
55,0.424,2.990,0.155,-3.173,0.000,2.715,-2.651,-1.200,1.191,0.130
56,0.431,2.992,0.028,-3.053,0.000,2.609,-2.612,-1.142,0.979,-0.090
57,0.439,2.994,-0.094,-2.934,0.000,2.505,-2.558,-1.085,1.353,0.270
58,0.447,2.995,-0.211,-2.814,0.000,2.402,-2.511,-1.029,1.175,0.090
59,0.455,2.996,-0.324,-2.694,0.000,2.302,-2.459,-0.974,1.302,0.210
60,0.463,2.997,-0.432,-2.574,0.000,2.203,-2.426,-0.920,0.815,-0.280
61,0.471,2.997,-0.534,-2.454,0.000,2.106,-2.368,-0.866,1.451,0.340
62,0.478,2.998,-0.633,-2.334,0.000,2.012,-2.318,-0.814,1.257,0.150
63,0.486,2.998,-0.726,-2.214,0.000,1.919,-2.290,-0.763,0.710,-0.400
64,0.494,2.999,-0.815,-2.094,0.000,1.827,-2.241,-0.713,1.207,0.080
65,0.502,2.999,-0.898,-1.974,0.000,1.738,-2.211,-0.663,0.748,-0.380
66,0.510,2.999,-0.977,-1.855,0.000,1.649,-2.148,-0.614,1.584,0.440
67,0.517,2.999,-1.052,-1.735,0.000,1.563,-2.099,-0.566,1.233,0.100
68,0.525,2.999,-1.121,-1.615,0.000,1.479,-2.050,-0.519,1.213,0.080
69,0.533,3.000,-1.185,-1.495,0.000,1.397,-2.010,-0.473,0.992,-0.140
70,0.541,3.000,-1.245,-1.375,0.000,1.317,-1.964,-0.428,1.158,0.020
71,0.549,3.000,-1.300,-1.255,0.000,1.238,-1.917,-0.384,1.177,0.040
72,0.556,3.000,-1.350,-1.135,0.000,1.162,-1.854,-0.341,1.585,0.450
73,0.564,3.000,-1.396,-1.015,0.000,1.088,-1.825,-0.299,0.721,-0.400
74,0.572,3.000,-1.436,-0.895,0.000,1.015,-1.771,-0.258,1.342,0.210
75,0.580,3.000,-1.472,-0.775,0.000,0.944,-1.734,-0.217,0.923,-0.200
76,0.588,3.000,-1.503,-0.655,0.000,0.874,-1.689,-0.178,1.127,0.000
77,0.595,3.000,-1.529,-0.535,0.000,0.807,-1.627,-0.139,1.563,0.440
78,0.603,3.000,-1.551,-0.415,0.000,0.742,-1.563,-0.102,1.596,0.490
79,0.611,3.000,-1.567,-0.295,0.000,0.679,-1.536,-0.065,0.658,-0.430
80,0.619,3.000,-1.579,-0.175,0.000,0.618,-1.492,-0.030,1.117,0.020
81,0.627,3.000,-1.586,-0.055,0.000,0.558,-1.440,0.004,1.300,0.210
82,0.634,3.000,-1.588,0.065,0.000,0.501,-1.386,0.038,1.348,0.270
83,0.642,3.000,-1.586,0.185,0.000,0.445,-1.357,0.071,0.724,-0.340
84,0.650,3.000,-1.578,0.305,0.000,0.391,-1.316,0.102,1.029,-0.040
85,0.658,3.000,-1.566,0.425,0.000,0.338,-1.276,0.133,1.002,-0.060
86,0.666,3.000,-1.549,0.545,0.000,0.287,-1.229,0.164,1.156,0.100
87,0.673,3.000,-1.527,0.665,0.000,0.238,-1.194,0.193,0.885,-0.160
88,0.681,3.000,-1.501,0.785,0.000,0.190,-1.163,0.222,0.782,-0.260
89,0.689,3.000,-1.469,0.905,0.000,0.144,-1.114,0.249,1.231,0.190
90,0.697,3.000,-1.433,1.025,0.000,0.099,-1.056,0.276,1.446,0.420
91,0.704,3.000,-1.392,1.145,0.000,0.057,-1.013,0.303,1.064,0.060
92,0.712,3.000,-1.346,1.265,0.000,0.016,-0.969,0.328,1.103,0.110
93,0.720,3.000,-1.296,1.385,0.000,-0.022,-0.920,0.352,1.220,0.240
94,0.728,3.000,-1.240,1.505,0.000,-0.059,-0.871,0.375,1.233,0.270
95,0.736,3.000,-1.180,1.625,0.000,-0.094,-0.828,0.397,1.075,0.130
96,0.743,3.000,-1.115,1.745,0.000,-0.127,-0.786,0.419,1.051,0.120
97,0.751,3.000,-1.045,1.865,0.000,-0.158,-0.736,0.439,1.237,0.320
98,0.759,3.000,-0.970,1.985,0.000,-0.188,-0.713,0.459,0.577,-0.320
99,0.767,3.000,-0.891,2.105,0.000,-0.216,-0.669,0.477,1.106,0.210
100,0.774,3.000,-0.807,2.225,0.000,-0.243,-0.630,0.495,0.968,0.090
101,0.782,3.000,-0.718,2.345,0.000,-0.268,-0.589,0.513,1.034,0.170
102,0.790,3.000,-0.624,2.465,0.000,-0.292,-0.541,0.529,1.197,0.350
103,0.798,3.000,-0.525,2.585,0.000,-0.314,-0.504,0.545,0.935,0.110
104,0.805,2.745,-0.422,2.695,0.000,-0.334,-0.474,0.560,0.730,-0.080
105,0.813,1.596,-0.314,2.759,0.000,-0.353,-0.424,0.573,1.261,0.460
106,0.821,0.677,-0.204,2.786,0.000,-0.370,-0.385,0.587,0.975,0.200
107,0.829,-0.058,-0.092,2.784,0.000,-0.385,-0.366,0.599,0.487,-0.270
108,0.836,-0.647,0.019,2.758,0.000,-0.400,-0.318,0.611,1.193,0.440
109,0.844,-1.117,0.129,2.713,0.000,-0.412,-0.298,0.622,0.497,-0.230
110,0.852,-1.494,0.238,2.653,0.000,-0.424,-0.283,0.632,0.363,-0.360
111,0.860,-1.795,0.344,2.582,0.000,-0.436,-0.243,0.642,1.010,0.290
112,0.867,-2.036,0.447,2.500,0.000,-0.445,-0.213,0.652,0.748,0.050
113,0.875,-2.229,0.547,2.411,0.000,-0.454,-0.175,0.660,0.944,0.260
114,0.883,-2.383,0.644,2.316,0.000,-0.461,-0.158,0.668,0.444,-0.220
115,0.891,-2.506,0.736,2.215,0.000,-0.467,-0.139,0.676,0.458,-0.200
116,0.898,-2.605,0.825,2.111,0.000,-0.473,-0.105,0.683,0.861,0.210
117,0.906,-2.684,0.909,2.004,0.000,-0.477,-0.090,0.689,0.361,-0.270
118,0.914,-2.747,0.990,1.894,0.000,-0.481,-0.074,0.695,0.397,-0.230
119,0.921,-2.798,1.065,1.782,0.000,-0.484,-0.068,0.701,0.150,-0.470
120,0.929,-2.838,1.137,1.669,0.000,-0.486,-0.028,0.706,1.001,0.380
121,0.937,-2.871,1.203,1.554,0.000,-0.487,-0.019,0.712,0.235,-0.360
122,0.945,-2.896,1.265,1.438,0.000,-0.488,-0.011,0.716,0.194,-0.400
123,0.952,-2.917,1.323,1.321,0.000,-0.489,0.008,0.720,0.482,-0.110
124,0.960,-2.934,1.376,1.204,0.000,-0.488,0.037,0.724,0.722,0.140
125,0.968,-2.947,1.424,1.086,0.000,-0.487,0.058,0.728,0.514,-0.050
126,0.975,-2.958,1.467,0.968,0.000,-0.485,0.073,0.731,0.383,-0.170
127,0.983,-2.966,1.506,0.849,0.000,-0.482,0.093,0.734,0.495,-0.050
128,0.991,-2.973,1.540,0.730,0.000,-0.478,0.104,0.736,0.293,-0.240
129,0.999,-2.978,1.569,0.611,0.000,-0.474,0.133,0.738,0.717,0.190
130,1.006,-2.983,1.594,0.492,0.000,-0.468,0.153,0.740,0.488,-0.020
131,1.014,-2.986,1.613,0.372,0.000,-0.462,0.172,0.741,0.496,0.000
132,1.022,-2.989,1.628,0.253,0.000,-0.455,0.192,0.742,0.483,0.000
133,1.029,-2.991,1.638,0.133,0.000,-0.448,0.214,0.742,0.560,0.090
134,1.037,-2.993,1.644,0.013,0.000,-0.439,0.243,0.742,0.715,0.260
135,1.045,-2.994,1.644,-0.106,0.000,-0.430,0.254,0.742,0.274,-0.160
136,1.052,-2.995,1.640,-0.226,0.000,-0.419,0.279,0.741,0.627,0.200
137,1.060,-2.996,1.631,-0.346,0.000,-0.408,0.312,0.740,0.838,0.430
138,1.068,-2.997,1.617,-0.466,0.000,-0.396,0.311,0.738,-0.026,-0.410
139,1.075,-2.998,1.598,-0.586,0.000,-0.383,0.344,0.736,0.815,0.430
140,1.083,-2.998,1.575,-0.706,0.000,-0.370,0.363,0.733,0.489,0.130
141,1.091,-2.999,1.547,-0.826,0.000,-0.355,0.374,0.730,0.274,-0.070
142,1.098,-2.999,1.514,-0.946,0.000,-0.340,0.373,0.727,-0.035,-0.370
143,1.106,-2.999,1.476,-1.066,0.000,-0.325,0.385,0.723,0.304,-0.030
144,1.114,-2.999,1.433,-1.186,0.000,-0.310,0.385,0.719,-0.008,-0.330
145,1.121,-2.477,1.386,-1.285,0.000,-0.294,0.400,0.716,0.371,0.050
146,1.129,-1.381,1.334,-1.340,0.000,-0.278,0.428,0.712,0.717,0.410
147,1.137,-0.505,1.281,-1.360,0.000,-0.261,0.456,0.707,0.694,0.410
148,1.144,0.196,1.226,-1.352,0.000,-0.243,0.463,0.703,0.181,-0.080
149,1.152,0.757,1.172,-1.322,0.000,-0.224,0.485,0.697,0.544,0.290
150,1.160,1.205,1.119,-1.274,0.000,-0.205,0.479,0.692,-0.146,-0.380
151,1.167,1.564,1.068,-1.211,0.000,-0.186,0.500,0.686,0.516,0.280
152,1.175,1.851,1.020,-1.137,0.000,-0.166,0.510,0.680,0.256,0.040
153,1.182,2.081,0.975,-1.054,0.000,-0.145,0.536,0.674,0.645,0.440
154,1.190,2.265,0.932,-0.963,0.000,-0.124,0.551,0.668,0.382,0.200
155,1.198,2.412,0.894,-0.867,0.000,-0.102,0.573,0.661,0.537,0.370
156,1.205,2.530,0.859,-0.766,0.000,-0.079,0.571,0.654,-0.033,-0.180
157,1.213,2.624,0.829,-0.661,0.000,-0.056,0.597,0.646,0.643,0.500
158,1.221,2.699,0.802,-0.553,0.000,-0.032,0.585,0.638,-0.291,-0.410
159,1.228,2.759,0.780,-0.443,0.000,-0.009,0.585,0.630,0.003,-0.120
160,1.236,2.807,0.762,-0.330,0.000,0.014,0.588,0.622,0.067,-0.050
161,1.243,2.846,0.749,-0.216,0.000,0.038,0.608,0.614,0.509,0.400
162,1.251,2.877,0.740,-0.101,0.000,0.062,0.608,0.607,-0.001,-0.090
163,1.259,2.901,0.736,0.015,0.000,0.087,0.622,0.598,0.344,0.260
164,1.266,2.921,0.737,0.132,0.000,0.112,0.630,0.590,0.198,0.130
165,1.274,2.937,0.742,0.249,0.000,0.137,0.633,0.581,0.076,0.020
166,1.281,2.949,0.752,0.367,0.000,0.162,0.622,0.572,-0.282,-0.330
167,1.289,2.960,0.767,0.485,0.000,0.187,0.606,0.563,-0.400,-0.450
168,1.297,2.968,0.786,0.604,0.000,0.211,0.612,0.555,0.146,0.090
169,1.304,2.974,0.810,0.723,0.000,0.236,0.633,0.546,0.525,0.480
170,1.312,2.979,0.839,0.842,0.000,0.261,0.634,0.538,0.023,0.000
171,1.319,2.983,0.873,0.962,0.000,0.286,0.618,0.529,-0.393,-0.410
172,1.327,2.987,0.912,1.081,0.000,0.311,0.624,0.520,0.163,0.140
173,1.334,2.989,0.955,1.201,0.000,0.336,0.615,0.512,-0.229,-0.240
174,1.342,2.992,1.003,1.320,0.000,0.361,0.628,0.503,0.312,0.300
175,1.350,2.139,1.056,1.406,0.000,0.386,0.609,0.495,-0.464,-0.460
176,1.357,1.112,1.112,1.450,0.000,0.410,0.621,0.486,0.295,0.290
177,1.365,0.289,1.170,1.462,0.000,0.435,0.621,0.477,0.009,0.020
178,1.372,-0.369,1.228,1.447,0.000,0.460,0.601,0.469,-0.507,-0.490
179,1.380,-0.895,1.286,1.411,0.000,0.484,0.594,0.460,-0.188,-0.180
180,1.387,-1.316,1.343,1.359,0.000,0.508,0.580,0.452,-0.349,-0.340
181,1.395,-1.653,1.397,1.293,0.000,0.531,0.567,0.444,-0.315,-0.310
182,1.402,-1.922,1.449,1.216,0.000,0.553,0.573,0.436,0.158,0.160
183,1.410,-2.138,1.497,1.130,0.000,0.576,0.572,0.428,-0.043,-0.030
184,1.418,-2.310,1.543,1.038,0.000,0.599,0.551,0.421,-0.506,-0.490
185,1.425,-2.448,1.584,0.940,0.000,0.621,0.564,0.413,0.313,0.320
186,1.433,-2.559,1.622,0.838,0.000,0.644,0.568,0.406,0.098,0.120
187,1.440,-2.647,1.655,0.732,0.000,0.667,0.587,0.398,0.470,0.500
188,1.448,-2.717,1.684,0.623,0.000,0.690,0.569,0.391,-0.429,-0.380
189,1.455,-2.774,1.709,0.512,0.000,0.713,0.577,0.383,0.189,0.230
190,1.463,-2.819,1.730,0.399,0.000,0.736,0.568,0.375,-0.223,-0.170
191,1.470,-2.855,1.746,0.285,0.000,0.759,0.575,0.367,0.168,0.220
192,1.478,-2.884,1.757,0.170,0.000,0.782,0.555,0.360,-0.493,-0.430
193,1.485,-2.907,1.764,0.053,0.000,0.804,0.554,0.352,-0.033,0.020
194,1.493,-2.926,1.766,-0.064,0.000,0.826,0.538,0.344,-0.389,-0.330
195,1.500,-2.941,1.764,-0.181,0.000,0.847,0.553,0.337,0.378,0.430
196,1.508,-2.953,1.756,-0.299,0.000,0.870,0.562,0.330,0.220,0.290
197,1.515,-2.962,1.744,-0.418,0.000,0.892,0.575,0.323,0.319,0.400
198,1.523,-2.970,1.728,-0.537,0.000,0.915,0.584,0.315,0.235,0.330
199,1.530,-2.976,1.706,-0.656,0.000,0.938,0.595,0.308,0.263,0.370
200,1.538,-2.981,1.680,-0.775,0.000,0.962,0.604,0.300,0.239,0.360
201,1.545,-2.169,1.649,-0.862,0.000,0.986,0.615,0.291,0.277,0.410
202,1.553,-1.135,1.614,-0.907,0.000,1.011,0.623,0.283,0.193,0.340
203,1.560,-0.308,1.578,-0.919,0.000,1.036,0.623,0.275,-0.009,0.150
204,1.567,0.353,1.541,-0.905,0.000,1.061,0.616,0.266,-0.174,-0.010
205,1.575,0.883,1.505,-0.870,0.000,1.085,0.629,0.257,0.334,0.500
206,1.582,1.306,1.470,-0.818,0.000,1.111,0.622,0.248,-0.172,0.010
207,1.590,1.645,1.438,-0.752,0.000,1.135,0.627,0.240,0.127,0.310
208,1.597,1.916,1.408,-0.675,0.000,1.161,0.617,0.231,-0.254,-0.060
209,1.605,2.133,1.381,-0.590,0.000,1.185,0.590,0.222,-0.672,-0.480
210,1.612,2.306,1.357,-0.498,0.000,1.209,0.602,0.213,0.291,0.470
211,1.620,2.445,1.337,-0.400,0.000,1.233,0.604,0.205,0.065,0.260
212,1.627,2.556,1.321,-0.298,0.000,1.257,0.613,0.197,0.218,0.420
213,1.634,2.645,1.309,-0.192,0.000,1.282,0.607,0.189,-0.155,0.060
214,1.642,2.716,1.302,-0.083,0.000,1.306,0.615,0.180,0.194,0.410
215,1.649,2.773,1.298,0.028,0.000,1.330,0.590,0.172,-0.619,-0.390
216,1.657,2.818,1.299,0.140,0.000,1.354,0.601,0.163,0.264,0.480
217,1.664,2.855,1.305,0.255,0.000,1.378,0.573,0.155,-0.681,-0.450
218,1.671,2.884,1.315,0.370,0.000,1.401,0.551,0.147,-0.566,-0.350
219,1.679,2.907,1.330,0.486,0.000,1.423,0.525,0.139,-0.637,-0.430
220,1.686,2.926,1.349,0.603,0.000,1.444,0.520,0.132,-0.124,0.070
221,1.694,2.940,1.373,0.721,0.000,1.465,0.523,0.125,0.073,0.270
222,1.701,2.952,1.402,0.839,0.000,1.486,0.500,0.118,-0.574,-0.370
223,1.708,2.962,1.436,0.957,0.000,1.506,0.507,0.111,0.168,0.360
224,1.716,2.969,1.474,1.076,0.000,1.526,0.518,0.105,0.267,0.470
225,1.723,2.261,1.517,1.167,0.000,1.547,0.510,0.099,-0.195,0.020
226,1.731,1.209,1.564,1.215,0.000,1.567,0.521,0.092,0.286,0.500
227,1.738,0.367,1.612,1.230,0.000,1.588,0.509,0.085,-0.308,-0.080
228,1.745,-0.306,1.662,1.217,0.000,1.608,0.513,0.079,0.097,0.320
229,1.753,-0.845,1.710,1.184,0.000,1.629,0.492,0.072,-0.531,-0.300
230,1.760,-1.276,1.758,1.133,0.000,1.649,0.464,0.066,-0.680,-0.460
231,1.767,-1.621,1.803,1.068,0.000,1.667,0.437,0.059,-0.685,-0.480
232,1.775,-1.897,1.846,0.992,0.000,1.685,0.417,0.054,-0.501,-0.310
233,1.782,-2.117,1.885,0.907,0.000,1.701,0.394,0.049,-0.571,-0.390
234,1.789,-2.294,1.922,0.815,0.000,1.717,0.368,0.044,-0.648,-0.480
235,1.797,-2.435,1.954,0.718,0.000,1.732,0.378,0.040,0.257,0.410
236,1.804,-2.548,1.983,0.616,0.000,1.747,0.369,0.036,-0.235,-0.070
237,1.811,-2.638,2.008,0.511,0.000,1.762,0.354,0.032,-0.380,-0.220
238,1.819,-2.711,2.028,0.402,0.000,1.776,0.359,0.028,0.128,0.280
239,1.826,-2.769,2.044,0.291,0.000,1.790,0.357,0.025,-0.039,0.120
240,1.833,-2.815,2.056,0.179,0.000,1.804,0.334,0.022,-0.581,-0.420
241,1.841,-2.852,2.063,0.065,0.000,1.818,0.333,0.018,-0.026,0.120
242,1.848,-2.882,2.066,-0.051,0.000,1.831,0.316,0.015,-0.439,-0.290
243,1.855,-2.905,2.064,-0.167,0.000,1.844,0.294,0.012,-0.538,-0.400
244,1.862,-2.924,2.057,-0.284,0.000,1.856,0.286,0.009,-0.195,-0.070
245,1.870,-2.939,2.046,-0.401,0.000,1.867,0.278,0.007,-0.202,-0.080
246,1.877,-2.951,2.029,-0.519,0.000,1.878,0.257,0.005,-0.528,-0.410
247,1.884,-2.961,2.009,-0.638,0.000,1.888,0.267,0.003,0.246,0.350
248,1.892,-2.599,1.983,-0.742,0.000,1.899,0.247,0.002,-0.494,-0.380
249,1.899,-1.479,1.953,-0.801,0.000,1.909,0.241,-0.000,-0.160,-0.060
250,1.906,-0.583,1.921,-0.824,0.000,1.919,0.252,-0.001,0.293,0.390
251,1.913,0.133,1.888,-0.819,0.000,1.929,0.267,-0.003,0.373,0.480
252,1.921,0.707,1.856,-0.791,0.000,1.939,0.269,-0.004,0.041,0.160
253,1.928,1.165,1.824,-0.744,0.000,1.950,0.255,-0.006,-0.341,-0.220
254,1.935,1.532,1.794,-0.683,0.000,1.960,0.249,-0.008,-0.162,-0.050
255,1.942,1.826,1.767,-0.610,0.000,1.970,0.253,-0.009,0.111,0.220
256,1.950,2.061,1.743,-0.527,0.000,1.980,0.250,-0.010,-0.074,0.040
257,1.957,2.249,1.722,-0.437,0.000,1.990,0.241,-0.012,-0.233,-0.120
258,1.964,2.399,1.704,-0.341,0.000,2.000,0.222,-0.013,-0.467,-0.360
259,1.971,2.519,1.690,-0.241,0.000,2.009,0.209,-0.014,-0.345,-0.250
260,1.978,2.615,1.681,-0.136,0.000,2.017,0.212,-0.015,0.084,0.170
261,1.986,2.692,1.675,-0.028,0.000,2.026,0.201,-0.016,-0.280,-0.190
262,1.993,2.754,1.674,0.082,0.000,2.034,0.201,-0.016,-0.002,0.080
263,2.000,2.803,1.678,0.194,0.000,2.042,0.200,-0.017,-0.023,0.060
264,2.007,2.842,1.685,0.308,0.000,2.050,0.210,-0.017,0.258,0.340
265,2.014,2.874,1.698,0.423,0.000,2.058,0.194,-0.018,-0.401,-0.310
266,2.022,2.899,1.714,0.539,0.000,2.066,0.172,-0.018,-0.559,-0.480
267,2.029,2.919,1.736,0.655,0.000,2.073,0.180,-0.019,0.217,0.280
268,2.036,2.935,1.762,0.773,0.000,2.080,0.177,-0.018,-0.081,-0.010
269,2.043,2.948,1.793,0.891,0.000,2.087,0.186,-0.018,0.222,0.290
270,2.050,2.959,1.829,1.009,0.000,2.095,0.163,-0.018,-0.565,-0.490
271,2.058,2.346,1.869,1.103,0.000,2.101,0.158,-0.019,-0.128,-0.070
272,2.065,1.277,1.913,1.154,0.000,2.108,0.146,-0.018,-0.315,-0.260
273,2.072,0.421,1.959,1.171,0.000,2.113,0.127,-0.018,-0.466,-0.420
274,2.079,-0.263,2.006,1.160,0.000,2.118,0.110,-0.017,-0.422,-0.390
275,2.086,-0.810,2.053,1.128,0.000,2.123,0.099,-0.016,-0.270,-0.250
276,2.093,-1.248,2.098,1.078,0.000,2.127,0.114,-0.015,0.368,0.380
277,2.100,-1.599,2.141,1.014,0.000,2.131,0.133,-0.013,0.478,0.500
278,2.107,-1.879,2.181,0.939,0.000,2.137,0.148,-0.012,0.365,0.400
279,2.115,-2.103,2.219,0.855,0.000,2.143,0.165,-0.011,0.425,0.470
280,2.122,-2.283,2.253,0.763,0.000,2.149,0.155,-0.010,-0.246,-0.190
281,2.129,-2.426,2.284,0.666,0.000,2.155,0.149,-0.010,-0.158,-0.110
282,2.136,-2.541,2.310,0.565,0.000,2.161,0.132,-0.010,-0.424,-0.380
283,2.143,-2.633,2.333,0.459,0.000,2.167,0.150,-0.009,0.459,0.490
284,2.150,-2.706,2.351,0.351,0.000,2.173,0.133,-0.008,-0.435,-0.390
285,2.157,-2.765,2.365,0.241,0.000,2.178,0.129,-0.008,-0.081,-0.050
286,2.164,-2.812,2.375,0.128,0.000,2.183,0.139,-0.007,0.241,0.270
287,2.171,-2.850,2.380,0.014,0.000,2.189,0.157,-0.006,0.444,0.480
288,2.178,-2.880,2.381,-0.101,0.000,2.195,0.141,-0.005,-0.398,-0.350
289,2.186,-2.904,2.377,-0.217,0.000,2.201,0.127,-0.005,-0.355,-0.320
290,2.193,-2.923,2.368,-0.334,0.000,2.206,0.112,-0.004,-0.375,-0.350
291,2.200,-2.938,2.355,-0.452,0.000,2.210,0.096,-0.003,-0.394,-0.380
292,2.207,-2.951,2.337,-0.570,0.000,2.214,0.106,-0.002,0.238,0.240
293,2.214,-2.961,2.314,-0.688,0.000,2.218,0.118,-0.000,0.321,0.330
294,2.221,-1.776,2.286,-0.759,0.000,2.223,0.115,0.001,-0.087,-0.070
295,2.228,-0.821,2.256,-0.792,0.000,2.228,0.122,0.002,0.167,0.180
296,2.235,-0.057,2.224,-0.794,0.000,2.232,0.128,0.004,0.163,0.180
297,2.242,0.555,2.192,-0.772,0.000,2.238,0.120,0.005,-0.211,-0.190
298,2.249,1.044,2.162,-0.730,0.000,2.242,0.118,0.006,-0.054,-0.040
299,2.256,1.435,2.132,-0.673,0.000,2.247,0.129,0.007,0.278,0.290
300,2.263,1.748,2.105,-0.603,0.000,2.252,0.112,0.008,-0.410,-0.390
301,2.270,1.998,2.081,-0.523,0.000,2.257,0.102,0.009,-0.266,-0.260
302,2.277,2.199,2.060,-0.435,0.000,2.261,0.110,0.010,0.212,0.210
303,2.284,2.359,2.043,-0.341,0.000,2.265,0.103,0.012,-0.184,-0.180
304,2.291,2.487,2.029,-0.241,0.000,2.269,0.086,0.013,-0.418,-0.420
305,2.298,2.590,2.020,-0.138,0.000,2.273,0.097,0.014,0.266,0.250
306,2.305,2.672,2.014,-0.031,0.000,2.277,0.095,0.016,-0.042,-0.050
307,2.312,2.737,2.013,0.079,0.000,2.280,0.102,0.018,0.171,0.160
308,2.319,2.790,2.016,0.190,0.000,2.284,0.102,0.019,0.017,0.010
309,2.326,2.832,2.024,0.304,0.000,2.289,0.106,0.021,0.097,0.090
310,2.333,2.866,2.036,0.418,0.000,2.293,0.122,0.022,0.385,0.380
