num,tar,contr,pos,vel,noise,pid_pos,pid_vel,pid_out,pid_in,noise
801,4.755,2.758,4.473,-0.008,0.000,4.811,0.092,-0.026,0.090,0.140
802,4.758,2.807,4.473,0.104,0.000,4.815,0.077,-0.027,-0.384,-0.330
803,4.760,2.845,4.477,0.218,0.000,4.818,0.081,-0.027,0.107,0.150
804,4.762,2.876,4.486,0.333,0.000,4.821,0.089,-0.028,0.193,0.240
805,4.765,2.901,4.499,0.449,0.000,4.825,0.073,-0.028,-0.403,-0.350
806,4.767,2.921,4.517,0.566,0.000,4.828,0.076,-0.029,0.079,0.120
807,4.770,2.937,4.540,0.683,0.000,4.831,0.073,-0.029,-0.074,-0.030
808,4.772,2.949,4.567,0.801,0.000,4.834,0.080,-0.029,0.168,0.210
809,4.774,2.959,4.599,0.920,0.000,4.837,0.088,-0.030,0.212,0.260
810,4.777,2.074,4.636,1.003,0.000,4.840,0.087,-0.030,-0.034,0.020
811,4.779,1.059,4.676,1.045,0.000,4.844,0.095,-0.031,0.217,0.270
812,4.781,0.248,4.718,1.055,0.000,4.848,0.089,-0.031,-0.150,-0.090
813,4.783,-0.402,4.760,1.039,0.000,4.851,0.084,-0.032,-0.126,-0.070
814,4.786,-0.922,4.801,1.002,0.000,4.854,0.076,-0.033,-0.213,-0.160
815,4.788,-1.337,4.842,0.949,0.000,4.858,0.076,-0.033,0.013,0.060
816,4.790,-1.670,4.879,0.882,0.000,4.861,0.072,-0.034,-0.099,-0.050
817,4.793,-1.936,4.915,0.804,0.000,4.863,0.083,-0.034,0.274,0.320
818,4.795,-2.149,4.947,0.718,0.000,4.867,0.091,-0.034,0.185,0.240
819,4.797,-2.319,4.976,0.626,0.000,4.870,0.104,-0.035,0.330,0.390
820,4.799,-2.455,5.001,0.527,0.000,4.875,0.111,-0.036,0.180,0.250
821,4.801,-2.564,5.022,0.425,0.000,4.879,0.106,-0.037,-0.126,-0.050
822,4.804,-2.651,5.039,0.319,0.000,4.883,0.123,-0.038,0.417,0.490
823,4.806,-2.721,5.052,0.210,0.000,4.888,0.120,-0.039,-0.076,0.010
824,4.808,-2.777,5.060,0.099,0.000,4.893,0.098,-0.040,-0.544,-0.460
825,4.810,-2.821,5.064,-0.014,0.000,4.897,0.081,-0.041,-0.409,-0.340
826,4.812,-2.857,5.063,-0.128,0.000,4.900,0.093,-0.042,0.291,0.350
827,4.814,-2.886,5.058,-0.244,0.000,4.904,0.085,-0.043,-0.209,-0.140
828,4.816,-2.909,5.048,-0.360,0.000,4.907,0.085,-0.044,0.017,0.080
829,4.819,-2.927,5.034,-0.477,0.000,4.911,0.073,-0.044,-0.314,-0.250
830,4.821,-2.941,5.015,-0.595,0.000,4.914,0.086,-0.045,0.315,0.370
831,4.823,-2.953,4.991,-0.713,0.000,4.917,0.086,-0.045,0.014,0.080
832,4.825,-2.963,4.963,-0.831,0.000,4.920,0.065,-0.046,-0.526,-0.460
833,4.827,-1.846,4.929,-0.905,0.000,4.923,0.064,-0.047,-0.031,0.020
834,4.829,-0.877,4.893,-0.940,0.000,4.926,0.053,-0.047,-0.271,-0.220
835,4.831,-0.101,4.856,-0.944,0.000,4.928,0.061,-0.047,0.197,0.240
836,4.833,0.519,4.818,-0.924,0.000,4.930,0.076,-0.047,0.390,0.440
837,4.835,1.015,4.781,-0.883,0.000,4.933,0.065,-0.048,-0.291,-0.230
838,4.837,1.412,4.746,-0.827,0.000,4.936,0.071,-0.048,0.158,0.210
839,4.839,1.730,4.712,-0.757,0.000,4.939,0.087,-0.048,0.402,0.460
840,4.841,1.984,4.682,-0.678,0.000,4.942,0.102,-0.049,0.380,0.450
841,4.843,2.187,4.655,-0.591,0.000,4.946,0.109,-0.050,0.159,0.240
842,4.845,2.350,4.631,-0.497,0.000,4.951,0.120,-0.051,0.294,0.380
843,4.847,2.480,4.612,-0.397,0.000,4.955,0.107,-0.052,-0.346,-0.250
844,4.849,2.584,4.596,-0.294,0.000,4.960,0.086,-0.053,-0.516,-0.430
845,4.851,2.667,4.584,-0.187,0.000,4.963,0.077,-0.055,-0.222,-0.150
846,4.852,2.734,4.576,-0.078,0.000,4.966,0.080,-0.055,0.073,0.140
847,4.854,2.787,4.573,0.033,0.000,4.969,0.083,-0.056,0.070,0.140
848,4.856,2.829,4.575,0.147,0.000,4.973,0.083,-0.057,0.017,0.090
849,4.858,2.864,4.580,0.261,0.000,4.976,0.095,-0.057,0.286,0.360
850,4.860,2.891,4.591,0.377,0.000,4.980,0.074,-0.058,-0.523,-0.440
851,4.862,2.913,4.606,0.493,0.000,4.983,0.069,-0.059,-0.128,-0.060
852,4.864,2.930,4.626,0.611,0.000,4.986,0.066,-0.060,-0.085,-0.020
853,4.865,2.944,4.650,0.728,0.000,4.988,0.069,-0.060,0.077,0.140
854,4.867,2.955,4.679,0.847,0.000,4.991,0.071,-0.060,0.054,0.120
855,4.869,2.677,4.713,0.954,0.000,4.994,0.055,-0.061,-0.388,-0.320
856,4.871,1.541,4.751,1.015,0.000,4.996,0.051,-0.061,-0.107,-0.050
857,4.873,0.633,4.792,1.041,0.000,4.998,0.063,-0.062,0.295,0.350
858,4.874,-0.094,4.834,1.037,0.000,5.000,0.068,-0.062,0.126,0.190
859,4.876,-0.675,4.875,1.010,0.000,5.003,0.073,-0.062,0.133,0.200
860,4.878,-1.140,4.915,0.964,0.000,5.006,0.074,-0.063,0.018,0.090
861,4.880,-1.512,4.954,0.904,0.000,5.009,0.081,-0.063,0.178,0.250
862,4.881,-1.810,4.990,0.831,0.000,5.012,0.093,-0.064,0.312,0.390
863,4.883,-2.048,5.023,0.749,0.000,5.016,0.095,-0.065,0.042,0.130
864,4.885,-2.238,5.053,0.660,0.000,5.020,0.077,-0.066,-0.449,-0.360
865,4.886,-2.390,5.080,0.564,0.000,5.023,0.058,-0.067,-0.477,-0.400
866,4.888,-2.512,5.102,0.464,0.000,5.025,0.055,-0.067,-0.064,0.000
867,4.890,-2.610,5.121,0.359,0.000,5.027,0.048,-0.068,-0.183,-0.120
868,4.891,-2.688,5.135,0.252,0.000,5.029,0.052,-0.068,0.102,0.160
869,4.893,-2.750,5.145,0.142,0.000,5.031,0.033,-0.068,-0.492,-0.430
870,4.894,-2.800,5.151,0.030,0.000,5.033,0.029,-0.069,-0.077,-0.030
871,4.896,-2.840,5.152,-0.084,0.000,5.034,0.041,-0.068,0.294,0.340
872,4.898,-2.872,5.149,-0.199,0.000,5.036,0.038,-0.068,-0.075,-0.020
873,4.899,-2.898,5.141,-0.315,0.000,5.037,0.053,-0.068,0.368,0.420
874,4.901,-2.918,5.128,-0.431,0.000,5.039,0.046,-0.068,-0.183,-0.120
875,4.902,-2.935,5.111,-0.549,0.000,5.041,0.050,-0.068,0.113,0.170
876,4.904,-2.948,5.089,-0.667,0.000,5.043,0.046,-0.069,-0.101,-0.040
877,4.905,-2.958,5.062,-0.785,0.000,5.045,0.063,-0.069,0.412,0.470
878,4.907,-2.467,5.031,-0.884,0.000,5.047,0.066,-0.069,0.089,0.160
879,4.908,-1.374,4.996,-0.939,0.000,5.050,0.082,-0.069,0.397,0.470
880,4.910,-0.499,4.958,-0.959,0.000,5.053,0.076,-0.070,-0.146,-0.060
881,4.911,0.201,4.920,-0.950,0.000,5.056,0.074,-0.071,-0.061,0.020
882,4.913,0.761,4.882,-0.920,0.000,5.059,0.081,-0.072,0.180,0.260
883,4.914,1.208,4.845,-0.872,0.000,5.063,0.091,-0.073,0.244,0.330
884,4.916,1.567,4.810,-0.809,0.000,5.066,0.102,-0.073,0.276,0.370
885,4.917,1.853,4.778,-0.735,0.000,5.070,0.114,-0.075,0.307,0.410
886,4.919,2.083,4.748,-0.652,0.000,5.075,0.118,-0.076,0.107,0.220
887,4.920,2.266,4.722,-0.561,0.000,5.080,0.134,-0.077,0.383,0.500
888,4.921,2.413,4.700,-0.464,0.000,5.085,0.116,-0.079,-0.429,-0.300
889,4.923,2.530,4.681,-0.363,0.000,5.090,0.125,-0.081,0.203,0.320
890,4.924,2.624,4.667,-0.258,0.000,5.095,0.116,-0.083,-0.205,-0.080
891,4.926,2.699,4.656,-0.150,0.000,5.099,0.111,-0.085,-0.120,0.000
892,4.927,2.760,4.650,-0.040,0.000,5.104,0.105,-0.086,-0.168,-0.050
893,4.928,2.808,4.649,0.072,0.000,5.108,0.096,-0.088,-0.225,-0.110
894,4.929,2.846,4.652,0.186,0.000,5.112,0.086,-0.089,-0.249,-0.140
895,4.931,2.877,4.659,0.301,0.000,5.115,0.100,-0.090,0.367,0.470
896,4.932,2.902,4.671,0.417,0.000,5.119,0.085,-0.091,-0.376,-0.260
897,4.933,2.921,4.688,0.534,0.000,5.123,0.084,-0.093,-0.035,0.070
898,4.935,2.937,4.709,0.652,0.000,5.126,0.096,-0.094,0.304,0.410
899,4.936,2.950,4.735,0.770,0.000,5.130,0.111,-0.095,0.364,0.480
900,4.937,2.960,4.766,0.888,0.000,5.134,0.101,-0.096,-0.237,-0.110
901,4.938,2.166,4.802,0.975,0.000,5.138,0.081,-0.098,-0.510,-0.390
902,4.940,1.133,4.841,1.020,0.000,5.141,0.077,-0.099,-0.087,0.020
903,4.941,0.306,4.881,1.032,0.000,5.145,0.060,-0.100,-0.426,-0.320
904,4.942,-0.355,4.923,1.018,0.000,5.147,0.055,-0.101,-0.124,-0.030
905,4.943,-0.884,4.963,0.983,0.000,5.149,0.042,-0.102,-0.332,-0.240
906,4.944,-1.307,5.003,0.930,0.000,5.151,0.051,-0.102,0.217,0.300
907,4.946,-1.646,5.040,0.865,0.000,5.153,0.066,-0.103,0.390,0.480
908,4.947,-1.917,5.075,0.788,0.000,5.156,0.073,-0.103,0.168,0.270
909,4.948,-2.133,5.106,0.703,0.000,5.158,0.076,-0.104,0.083,0.190
910,4.949,-2.307,5.134,0.610,0.000,5.162,0.064,-0.105,-0.300,-0.190
911,4.950,-2.445,5.159,0.513,0.000,5.164,0.049,-0.106,-0.381,-0.280
912,4.951,-2.556,5.179,0.410,0.000,5.166,0.042,-0.106,-0.181,-0.090
913,4.952,-2.645,5.196,0.305,0.000,5.168,0.055,-0.107,0.333,0.420
914,4.953,-2.716,5.208,0.196,0.000,5.170,0.064,-0.107,0.212,0.310
915,4.954,-2.773,5.216,0.085,0.000,5.173,0.051,-0.108,-0.314,-0.210
916,4.955,-2.818,5.219,-0.028,0.000,5.175,0.066,-0.109,0.375,0.470
917,4.957,-2.855,5.218,-0.142,0.000,5.177,0.064,-0.109,-0.057,0.050
918,4.958,-2.884,5.212,-0.257,0.000,5.180,0.047,-0.110,-0.415,-0.310
919,4.959,-2.907,5.202,-0.374,0.000,5.182,0.062,-0.111,0.366,0.460
920,4.960,-2.926,5.187,-0.491,0.000,5.184,0.041,-0.111,-0.526,-0.420
921,4.961,-2.940,5.167,-0.608,0.000,5.186,0.023,-0.112,-0.440,-0.350
922,4.962,-2.952,5.143,-0.726,0.000,5.187,0.035,-0.112,0.292,0.370
923,4.962,-2.962,5.114,-0.845,0.000,5.188,0.012,-0.112,-0.568,-0.480
924,4.963,-2.040,5.080,-0.926,0.000,5.189,-0.006,-0.112,-0.461,-0.390
925,4.964,-1.032,5.043,-0.968,0.000,5.188,0.003,-0.112,0.222,0.280
926,4.965,-0.226,5.004,-0.977,0.000,5.188,0.005,-0.112,0.055,0.120
927,4.966,0.420,4.965,-0.960,0.000,5.189,0.008,-0.111,0.064,0.130
928,4.967,0.936,4.927,-0.922,0.000,5.189,0.021,-0.111,0.332,0.400
929,4.968,1.349,4.890,-0.869,0.000,5.190,0.013,-0.110,-0.187,-0.110
930,4.969,1.679,4.855,-0.801,0.000,5.190,0.017,-0.110,0.089,0.160
931,4.970,1.943,4.823,-0.724,0.000,5.191,0.031,-0.110,0.346,0.420
932,4.971,2.154,4.794,-0.637,0.000,5.192,0.023,-0.110,-0.195,-0.110
933,4.971,2.324,4.769,-0.545,0.000,5.193,0.016,-0.110,-0.168,-0.090
934,4.972,2.459,4.747,-0.446,0.000,5.194,-0.004,-0.110,-0.504,-0.430
935,4.973,2.567,4.729,-0.344,0.000,5.194,0.008,-0.110,0.291,0.350
936,4.974,2.654,4.715,-0.237,0.000,5.194,-0.003,-0.110,-0.258,-0.190
937,4.975,2.723,4.706,-0.128,0.000,5.194,0.000,-0.110,0.070,0.130
938,4.976,2.778,4.701,-0.017,0.000,5.194,-0.010,-0.109,-0.252,-0.190
939,4.976,2.823,4.700,0.096,0.000,5.193,-0.015,-0.109,-0.135,-0.080
940,4.977,2.858,4.704,0.210,0.000,5.193,0.003,-0.108,0.449,0.500
941,4.978,2.887,4.712,0.325,0.000,5.193,-0.008,-0.108,-0.274,-0.210
942,4.979,2.909,4.725,0.442,0.000,5.193,-0.016,-0.107,-0.195,-0.140
943,4.979,2.927,4.743,0.559,0.000,5.192,-0.005,-0.107,0.281,0.330
944,4.980,2.942,4.765,0.677,0.000,5.192,0.007,-0.106,0.292,0.350
945,4.981,2.954,4.792,0.795,0.000,5.192,0.002,-0.106,-0.116,-0.050
946,4.981,2.954,4.824,0.913,0.000,5.192,0.014,-0.105,0.289,0.350
947,4.982,1.775,4.861,0.984,0.000,5.193,0.019,-0.105,0.130,0.200
948,4.983,0.820,4.900,1.017,0.000,5.193,0.020,-0.105,0.036,0.110
949,4.983,0.056,4.941,1.019,0.000,5.194,0.033,-0.105,0.305,0.380
950,4.984,-0.555,4.981,0.997,0.000,5.196,0.014,-0.105,-0.464,-0.380
951,4.985,-1.044,5.021,0.955,0.000,5.196,-0.002,-0.105,-0.390,-0.320
952,4.985,-1.435,5.060,0.898,0.000,5.196,-0.006,-0.105,-0.099,-0.040
953,4.986,-1.748,5.095,0.828,0.000,5.196,-0.022,-0.105,-0.407,-0.350
954,4.986,-1.999,5.129,0.748,0.000,5.195,-0.008,-0.105,0.356,0.400
955,4.987,-2.199,5.158,0.660,0.000,5.195,-0.023,-0.104,-0.395,-0.340
956,4.987,-2.359,5.185,0.565,0.000,5.194,-0.035,-0.104,-0.283,-0.240
957,4.988,-2.487,5.207,0.466,0.000,5.192,-0.048,-0.103,-0.334,-0.300
958,4.989,-2.590,5.226,0.362,0.000,5.190,-0.035,-0.102,0.326,0.350
959,4.989,-2.672,5.241,0.255,0.000,5.189,-0.037,-0.101,-0.044,-0.010
960,4.990,-2.737,5.251,0.146,0.000,5.188,-0.034,-0.100,0.059,0.090
961,4.990,-2.790,5.257,0.034,0.000,5.186,-0.022,-0.099,0.317,0.350
962,4.991,-2.832,5.258,-0.079,0.000,5.185,-0.035,-0.098,-0.331,-0.290
963,4.991,-2.866,5.255,-0.194,0.000,5.184,-0.020,-0.097,0.370,0.400
964,4.992,-2.892,5.247,-0.309,0.000,5.183,-0.041,-0.096,-0.522,-0.480
965,4.992,-2.914,5.235,-0.426,0.000,5.181,-0.051,-0.096,-0.255,-0.230
966,4.992,-2.931,5.218,-0.543,0.000,5.179,-0.067,-0.095,-0.398,-0.380
967,4.993,-2.945,5.196,-0.661,0.000,5.177,-0.078,-0.093,-0.275,-0.270
968,4.993,-2.956,5.170,-0.779,0.000,5.174,-0.071,-0.092,0.183,0.180
969,4.994,-2.837,5.138,-0.893,0.000,5.171,-0.073,-0.090,-0.062,-0.060
970,4.994,-1.670,5.103,-0.959,0.000,5.168,-0.089,-0.088,-0.388,-0.390
971,4.994,-0.736,5.064,-0.989,0.000,5.164,-0.073,-0.087,0.385,0.370
972,4.995,0.011,5.025,-0.988,0.000,5.161,-0.057,-0.085,0.424,0.420
973,4.995,0.609,4.985,-0.964,0.000,5.159,-0.053,-0.083,0.083,0.090
974,4.995,1.087,4.947,-0.921,0.000,5.157,-0.070,-0.082,-0.408,-0.400
975,4.996,1.470,4.910,-0.862,0.000,5.154,-0.059,-0.081,0.275,0.270
976,4.996,1.776,4.875,-0.791,0.000,5.152,-0.064,-0.079,-0.133,-0.130
977,4.996,2.021,4.844,-0.710,0.000,5.149,-0.055,-0.078,0.223,0.220
978,4.997,2.217,4.815,-0.621,0.000,5.147,-0.069,-0.076,-0.343,-0.340
979,4.997,2.373,4.790,-0.526,0.000,5.144,-0.080,-0.075,-0.272,-0.280
980,4.997,2.499,4.769,-0.426,0.000,5.141,-0.059,-0.074,0.517,0.500
981,4.998,2.599,4.752,-0.322,0.000,5.139,-0.067,-0.072,-0.208,-0.210
982,4.998,2.679,4.739,-0.215,0.000,5.136,-0.081,-0.071,-0.340,-0.350
983,4.998,2.743,4.731,-0.106,0.000,5.133,-0.090,-0.069,-0.219,-0.240
984,4.998,2.795,4.727,0.006,0.000,5.129,-0.097,-0.067,-0.182,-0.210
985,4.998,2.836,4.727,0.120,0.000,5.125,-0.089,-0.065,0.204,0.170
986,4.999,2.869,4.732,0.234,0.000,5.122,-0.094,-0.063,-0.141,-0.170
987,4.999,2.895,4.741,0.350,0.000,5.118,-0.094,-0.062,0.005,-0.030
988,4.999,2.916,4.755,0.467,0.000,5.114,-0.111,-0.060,-0.414,-0.450
989,4.999,2.933,4.774,0.584,0.000,5.110,-0.116,-0.058,-0.130,-0.180
990,4.999,2.946,4.797,0.702,0.000,5.105,-0.104,-0.055,0.305,0.250
991,4.999,2.957,4.825,0.820,0.000,5.101,-0.112,-0.053,-0.213,-0.260
992,4.999,2.582,4.858,0.924,0.000,5.097,-0.101,-0.051,0.266,0.210
993,5.000,1.465,4.895,0.982,0.000,5.093,-0.099,-0.049,0.049,0.000
994,5.000,0.572,4.934,1.005,0.000,5.089,-0.117,-0.046,-0.430,-0.480
995,5.000,-0.142,4.974,0.999,0.000,5.084,-0.098,-0.044,0.474,0.410
996,5.000,-0.714,5.014,0.971,0.000,5.080,-0.113,-0.042,-0.379,-0.430
997,5.000,-1.171,5.053,0.924,0.000,5.076,-0.125,-0.040,-0.296,-0.360
998,5.000,-1.537,5.090,0.862,0.000,5.071,-0.134,-0.038,-0.226,-0.300
999,5.000,-1.829,5.125,0.789,0.000,5.065,-0.117,-0.035,0.422,0.340
1000,5.000,-2.064,5.156,0.707,0.000,5.061,-0.114,-0.033,0.081,0.010
1001,5.000,-2.251,5.184,0.617,0.000,5.056,-0.118,-0.030,-0.099,-0.170
1002,5.000,-2.401,5.209,0.521,0.000,5.051,-0.106,-0.028,0.296,0.220
1003,5.000,-2.521,5.230,0.420,0.000,5.047,-0.115,-0.026,-0.221,-0.290
1004,5.000,-2.616,5.247,0.315,0.000,5.042,-0.117,-0.024,-0.063,-0.140
1005,5.000,-2.693,5.259,0.207,0.000,5.038,-0.102,-0.021,0.370,0.290
1006,5.000,-2.755,5.268,0.097,0.000,5.034,-0.081,-0.019,0.521,0.450
1007,5.000,-2.804,5.272,-0.015,0.000,5.030,-0.070,-0.017,0.297,0.240
1008,5.000,-2.843,5.271,-0.129,0.000,5.028,-0.054,-0.015,0.391,0.340
1009,5.000,-2.874,5.266,-0.244,0.000,5.025,-0.039,-0.014,0.381,0.340
1010,5.000,-2.899,5.256,-0.360,0.000,5.024,-0.028,-0.013,0.271,0.240
1011,4.999,-2.920,5.242,-0.476,0.000,5.023,-0.033,-0.012,-0.136,-0.160
1012,4.999,-2.936,5.223,-0.594,0.000,5.021,-0.047,-0.012,-0.341,-0.370
1013,4.999,-2.949,5.199,-0.712,0.000,5.020,-0.058,-0.011,-0.271,-0.310
1014,4.999,-2.959,5.170,-0.830,0.000,5.017,-0.062,-0.010,-0.093,-0.140
1015,4.999,-2.484,5.137,-0.929,0.000,5.015,-0.056,-0.009,0.150,0.100
1016,4.999,-1.387,5.100,-0.985,0.000,5.013,-0.068,-0.008,-0.314,-0.360
1017,4.998,-0.510,5.061,-1.005,0.000,5.010,-0.054,-0.007,0.347,0.290
1018,4.998,0.192,5.020,-0.998,0.000,5.008,-0.057,-0.006,-0.073,-0.120
1019,4.998,0.754,4.981,-0.967,0.000,5.005,-0.043,-0.005,0.340,0.290
1020,4.998,1.203,4.942,-0.919,0.000,5.004,-0.047,-0.004,-0.099,-0.140
1021,4.998,1.562,4.905,-0.857,0.000,5.002,-0.029,-0.003,0.455,0.410
1022,4.997,1.850,4.871,-0.783,0.000,5.001,-0.014,-0.002,0.382,0.350
1023,4.997,2.080,4.840,-0.700,0.000,5.000,0.006,-0.002,0.502,0.480
1024,4.997,2.264,4.812,-0.609,0.000,5.000,-0.003,-0.002,-0.223,-0.230
1025,4.996,2.411,4.787,-0.513,0.000,5.000,0.008,-0.002,0.275,0.260
1026,4.996,2.529,4.767,-0.411,0.000,5.001,0.012,-0.002,0.096,0.090
1027,4.996,2.623,4.750,-0.307,0.000,5.001,0.014,-0.002,0.053,0.050
1028,4.996,2.698,4.738,-0.199,0.000,5.002,0.009,-0.003,-0.118,-0.120
1029,4.995,2.759,4.730,-0.088,0.000,5.002,0.020,-0.003,0.275,0.270
1030,4.995,2.807,4.726,0.024,0.000,5.003,0.028,-0.004,0.186,0.190
1031,4.994,2.846,4.727,0.138,0.000,5.004,0.045,-0.004,0.431,0.440
1032,4.994,2.877,4.733,0.253,0.000,5.006,0.037,-0.005,-0.202,-0.180
1033,4.994,2.901,4.743,0.369,0.000,5.007,0.049,-0.006,0.304,0.320
1034,4.993,2.921,4.758,0.486,0.000,5.009,0.067,-0.007,0.454,0.480
1035,4.993,2.937,4.777,0.603,0.000,5.012,0.083,-0.008,0.390,0.430
1036,4.992,2.949,4.801,0.721,0.000,5.015,0.098,-0.010,0.378,0.430
1037,4.992,2.960,4.830,0.840,0.000,5.019,0.083,-0.012,-0.374,-0.310
1038,4.992,2.257,4.864,0.930,0.000,5.022,0.096,-0.014,0.326,0.380
1039,4.991,1.206,4.901,0.978,0.000,5.026,0.099,-0.016,0.074,0.140
1040,4.991,0.365,4.940,0.993,0.000,5.030,0.104,-0.018,0.131,0.200
1041,4.990,-0.308,4.980,0.980,0.000,5.034,0.116,-0.020,0.286,0.360
1042,4.990,-0.847,5.019,0.947,0.000,5.039,0.129,-0.022,0.326,0.410
1043,4.989,-1.277,5.057,0.895,0.000,5.044,0.111,-0.025,-0.436,-0.340
1044,4.989,-1.622,5.093,0.831,0.000,5.049,0.106,-0.028,-0.144,-0.060
1045,4.988,-1.897,5.126,0.755,0.000,5.053,0.086,-0.030,-0.482,-0.400
1046,4.988,-2.118,5.156,0.670,0.000,5.056,0.066,-0.033,-0.500,-0.430
1047,4.987,-2.294,5.183,0.578,0.000,5.059,0.046,-0.035,-0.517,-0.460
1048,4.986,-2.435,5.206,0.481,0.000,5.061,0.043,-0.036,-0.064,-0.020
1049,4.986,-2.548,5.225,0.379,0.000,5.062,0.040,-0.037,-0.084,-0.040
1050,4.985,-2.639,5.240,0.273,0.000,5.064,0.040,-0.039,0.007,0.050
1051,4.985,-2.711,5.251,0.165,0.000,5.066,0.055,-0.040,0.376,0.420
1052,4.984,-2.769,5.258,0.054,0.000,5.068,0.054,-0.041,-0.036,0.020
1053,4.983,-2.815,5.260,-0.058,0.000,5.070,0.035,-0.042,-0.465,-0.410
1054,4.983,-2.852,5.258,-0.173,0.000,5.071,0.048,-0.044,0.338,0.380
1055,4.982,-2.882,5.251,-0.288,0.000,5.073,0.054,-0.045,0.136,0.190
1056,4.981,-2.905,5.239,-0.404,0.000,5.075,0.066,-0.046,0.301,0.360
1057,4.981,-2.924,5.223,-0.521,0.000,5.078,0.068,-0.047,0.042,0.110
1058,4.980,-2.939,5.202,-0.639,0.000,5.081,0.062,-0.049,-0.150,-0.080
1059,4.979,-2.952,5.177,-0.757,0.000,5.083,0.070,-0.051,0.213,0.280
1060,4.979,-2.961,5.147,-0.875,0.000,5.086,0.086,-0.052,0.385,0.460
1061,4.978,-2.183,5.112,-0.962,0.000,5.089,0.064,-0.054,-0.537,-0.450
1062,4.977,-1.146,5.073,-1.008,0.000,5.092,0.060,-0.056,-0.092,-0.020
1063,4.976,-0.317,5.033,-1.021,0.000,5.094,0.050,-0.058,-0.262,-0.190
1064,4.976,0.346,4.992,-1.007,0.000,5.096,0.036,-0.059,-0.355,-0.290
1065,4.975,0.877,4.952,-0.972,0.000,5.098,0.038,-0.061,0.064,0.120
1066,4.974,1.302,4.913,-0.920,0.000,5.099,0.047,-0.062,0.210,0.270
1067,4.973,1.641,4.876,-0.854,0.000,5.101,0.057,-0.063,0.253,0.320
1068,4.972,1.913,4.842,-0.778,0.000,5.104,0.047,-0.064,-0.235,-0.160
1069,4.972,2.130,4.811,-0.693,0.000,5.105,0.041,-0.066,-0.158,-0.090
1070,4.971,2.304,4.783,-0.600,0.000,5.107,0.019,-0.067,-0.545,-0.480
1071,4.970,2.444,4.759,-0.503,0.000,5.108,0.003,-0.069,-0.410,-0.360
1072,4.969,2.555,4.739,-0.400,0.000,5.108,-0.017,-0.069,-0.500,-0.460
1073,4.968,2.644,4.723,-0.295,0.000,5.107,-0.023,-0.070,-0.146,-0.120
1074,4.967,2.715,4.711,-0.186,0.000,5.106,-0.017,-0.070,0.148,0.170
1075,4.966,2.772,4.704,-0.075,0.000,5.106,-0.021,-0.070,-0.107,-0.080
1076,4.965,2.818,4.701,0.038,0.000,5.105,-0.011,-0.070,0.256,0.280
1077,4.964,2.854,4.702,0.152,0.000,5.104,-0.011,-0.070,0.008,0.040
1078,4.964,2.883,4.708,0.267,0.000,5.104,-0.029,-0.070,-0.452,-0.420
1079,4.963,2.907,4.719,0.383,0.000,5.103,-0.024,-0.071,0.112,0.130
1080,4.962,2.925,4.734,0.500,0.000,5.102,-0.015,-0.071,0.227,0.250
1081,4.961,2.940,4.754,0.618,0.000,5.101,-0.015,-0.071,0.001,0.030
1082,4.960,2.952,4.779,0.736,0.000,5.101,-0.020,-0.071,-0.109,-0.080
1083,4.959,2.962,4.808,0.854,0.000,5.100,-0.001,-0.071,0.454,0.480
1084,4.958,1.962,4.843,0.933,0.000,5.100,0.014,-0.071,0.390,0.430
1085,4.957,0.970,4.880,0.972,0.000,5.100,-0.007,-0.072,-0.531,-0.480
1086,4.956,0.176,4.919,0.979,0.000,5.100,-0.000,-0.072,0.165,0.200
1087,4.954,-0.459,4.958,0.960,0.000,5.100,-0.019,-0.073,-0.461,-0.420
1088,4.953,-0.967,4.996,0.922,0.000,5.099,-0.000,-0.073,0.472,0.500
1089,4.952,-1.374,5.033,0.867,0.000,5.099,-0.013,-0.073,-0.323,-0.280
1090,4.951,-1.699,5.068,0.799,0.000,5.099,-0.034,-0.074,-0.523,-0.490
1091,4.950,-1.959,5.100,0.720,0.000,5.097,-0.035,-0.074,-0.038,-0.020
1092,4.949,-2.167,5.129,0.634,0.000,5.096,-0.035,-0.074,0.002,0.020
1093,4.948,-2.334,5.154,0.540,0.000,5.095,-0.049,-0.074,-0.338,-0.320
1094,4.947,-2.467,5.176,0.442,0.000,5.093,-0.045,-0.074,0.092,0.100
1095,4.946,-2.574,5.193,0.339,0.000,5.091,-0.032,-0.073,0.339,0.350
1096,4.944,-2.659,5.207,0.232,0.000,5.090,-0.042,-0.073,-0.271,-0.250
1097,4.943,-2.727,5.216,0.123,0.000,5.088,-0.048,-0.073,-0.132,-0.120
1098,4.942,-2.782,5.221,0.012,0.000,5.086,-0.055,-0.073,-0.178,-0.170
1099,4.941,-2.825,5.221,-0.101,0.000,5.084,-0.049,-0.073,0.137,0.140
1100,4.940,-2.860,5.217,-0.215,0.000,5.082,-0.068,-0.072,-0.477,-0.470
1101,4.938,-2.888,5.209,-0.331,0.000,5.079,-0.055,-0.072,0.328,0.320
1102,4.937,-2.911,5.196,-0.447,0.000,5.077,-0.074,-0.071,-0.472,-0.470
1103,4.936,-2.928,5.178,-0.565,0.000,5.074,-0.065,-0.070,0.233,0.220
1104,4.935,-2.943,5.155,-0.682,0.000,5.071,-0.065,-0.070,-0.005,-0.010
1105,4.933,-2.954,5.128,-0.800,0.000,5.069,-0.051,-0.069,0.346,0.340
